,שם מכשיר,מספר סידורי,סטטוס,גרסת תוכנה,תוכנה,מודל,גרסת קושחה,הגדרות תקשורת,קוד איתחול פינפד,מספר מסוף,מספר מוטב,מספר קופה,שם בית העסק,מספר עוסק,מספר עוסק בסליקה,רשת,סניף,משווק,תאריך הקמה,תאריך גישה אחרונה למערכת,איש קשר,טלפון איש קשר,כתובת מלאה,Warranty Check,Checking E,Check GPRS in H
1499,"ארומה בי""ח מאיר 2",2203707139.0,ACTIVE,1.6,אשראית פלאקארד פינפד,VEGA3000P+PCI+ETHERNET+CONTACTLESS,CTOSAPI:VRA641-20200813+ROOTFS:VRAA20-20201020+EMV:VR0011-20170123+EMVCL:VRA016-20180212,ETHERNET:192.168.0.101-M255.255.255.0-DG192.168.0.1,9863,1805628,,2,ארומה מאיר בע''מ,,514500719.0,ארומה,כפר סבא,DORIX,2020-12-14,25/01/2021,מירב,547700665.0,טרשניחובסקי 57 כפר סבא  כפר סבא ,0,1,0
1500,"ארומה בי""ח מאיר 1",2203707123.0,ACTIVE,1.6,אשראית פלאקארד פינפד,VEGA3000P+PCI+ETHERNET+CONTACTLESS,CTOSAPI:VRA641-20200813+ROOTFS:VRAA20-20201020+EMV:VR0011-20170123+EMVCL:VRA016-20180212,ETHERNET:192.168.0.112-M255.255.255.0-DG192.168.0.1,8253,1805628,,1,ארומה מאיר בע''מ,,514500719.0,ארומה,כפר סבא,DORIX,2020-12-14,25/01/2021,מירב,547700665.0,טרשניחובסקי 57 כפר סבא  כפר סבא ,0,1,0
1501,ארומה הוד השרון 2,2203707151.0,ACTIVE,1.6,אשראית פלאקארד פינפד,VEGA3000P+PCI+ETHERNET+CONTACTLESS,CTOSAPI:VRA641-20200813+ROOTFS:VRAA20-20201020+EMV:VR0011-20170123+EMVCL:VRA016-20180212,ETHERNET:172.16.2.111-M255.255.255.0-DG172.16.2.254,9267,1805826,,2,אביחי מויאל בע''מ,,515900215.0,ארומה,הוד השרון,DORIX,2020-12-14,29/01/2021,אביחי,546356603.0,קניון מרגלית  הוד השרון  הוד השרון ,0,1,0
1517,אספרסו בר אלגזי 2 ,2203707113.0,ACTIVE,1.6,אשראית פלאקארד פינפד,VEGA3000P+PCI+ETHERNET+CONTACTLESS,CTOSAPI:VRA641-20200813+ROOTFS:VRAA20-20201020+EMV:VR0011-20170123+EMVCL:VRA016-20180212,ETHERNET:10.0.0.20-M255.255.255.0-DG10.0.0.138,1439,1805825,,2,אספרסו בר אלגזי בע''מ,,514331339.0,ארומה,ירושלים,DORIX,2020-12-13,01/02/2021,אודי,505422305.0,בית הדפוס 12 ירושלים ירושלים,0,1,0
1521,ארומה נשר 2,2203707573.0,ACTIVE,1.6,אשראית פלאקארד פינפד,VEGA3000P+PCI+ETHERNET+CONTACTLESS,CTOSAPI:VRA641-20200813+ROOTFS:VRAA20-20201020+EMV:VR0011-20170123+EMVCL:VRA016-20180212,ETHERNET:10.0.0.21-M255.255.255.0-DG10.0.0.138,9444,1805996,,2,"ארומה תל חנן בע""מ",513839688.0,,ארומה,נשר,DORIX,2020-12-13,12/01/2021,אילנה,528979681.0,בר יהודה 147 נשר נשר,0,1,0
1522,ארומה נשר 1,2203707704.0,ACTIVE,1.6,אשראית פלאקארד פינפד,VEGA3000P+PCI+ETHERNET+CONTACTLESS,CTOSAPI:VRA641-20200813+ROOTFS:VRAA20-20201020+EMV:VR0011-20170123+EMVCL:VRA016-20180212,ETHERNET:10.0.0.20-M255.255.255.0-DG10.0.0.138,8598,1805996,,1,"ארומה תל חנן בע""מ",513839688.0,,ארומה,נשר,DORIX,2020-12-13,12/01/2021,אילנה,528979681.0,בר יהודה 147 נשר נשר,0,1,0
1528,ארומה שואבה 2,2203707129.0,ACTIVE,1.6,אשראית פלאקארד פינפד,VEGA3000P+PCI+ETHERNET+CONTACTLESS,CTOSAPI:VRA641-20200813+ROOTFS:VRAA20-20201020+EMV:VR0011-20170123+EMVCL:VRA016-20180212,ETHERNET:10.0.0.21-M255.255.255.0-DG10.0.0.138,2345,1805991,,2,"מחלף שורש קפה בע""מ",515242238.0,,ארומה,שואבה,DORIX,2020-12-13,01/02/2021,רחל,506304979.0,מתחם דלק פז שואבה מתחם דלק פז,0,1,0
1529,ארומה שואבה 1 ,2203707130.0,ACTIVE,1.6,אשראית פלאקארד פינפד,VEGA3000P+PCI+ETHERNET+CONTACTLESS,CTOSAPI:VRA641-20200813+ROOTFS:VRAA20-20201020+EMV:VR0011-20170123+EMVCL:VRA016-20180212,ETHERNET:10.0.0.20-M255.255.255.0-DG10.0.0.138,3396,1805991,,1,"מחלף שורש קפה בע""מ",515242238.0,,ארומה,שואבה,DORIX,2020-12-13,01/02/2021,רחל,506304979.0,מתחם דלק פז שואבה מתחם דלק פז,0,1,0
1532,ארומה גרנד 2,2203707142.0,ACTIVE,1.6,אשראית פלאקארד פינפד,VEGA3000P+PCI+ETHERNET+CONTACTLESS,CTOSAPI:VRA641-20200813+ROOTFS:VRAA20-20201020+EMV:VR0011-20170123+EMVCL:VRA016-20180212,ETHERNET:10.0.0.21-M255.255.255.0-DG10.0.0.138,4913,1805989,,2,"ברק ברנשטיין השקעות בע""מ",515725232.0,,ארומה,חיפה גרנד,DORIX,2020-12-13,28/12/2020,ברק,527884411.0,גרנד קניון חיפה חיפה,0,1,0
1533,ארומה גרנד 1 ,2203707132.0,ACTIVE,1.6,אשראית פלאקארד פינפד,VEGA3000P+PCI+ETHERNET+CONTACTLESS,CTOSAPI:VRA641-20200813+ROOTFS:VRAA20-20201020+EMV:VR0011-20170123+EMVCL:VRA016-20180212,ETHERNET:10.0.0.20-M255.255.255.0-DG10.0.0.138,3437,1805989,,1,"ברק ברנשטיין השקעות בע""מ",515725232.0,,ארומה,חיפה גרנד,DORIX,2020-12-13,28/12/2020,ברק,527884411.0,גרנד קניון חיפה חיפה,0,1,0
1544,"קרנף ראשל""צ 1",2203707653.0,ACTIVE,1.6,אשראית פלאקארד פינפד,VEGA3000P+PCI+ETHERNET+CONTACTLESS,CTOSAPI:VRA641-20200813+ROOTFS:VRAA20-20201020+EMV:VR0011-20170123+EMVCL:VRA016-20180212,ETHERNET:10.0.0.101-M255.255.255.0-DG10.0.0.138,8764,1805977,,1,"ק.ש.ע מסעדות בע""מ",514028455.0,,קרנף,ראשון לציון,DORIX,2020-12-10,01/02/2021,עומרי,526510570.0,ילדי טהרן 3 ראשלצ ראשלצ,0,1,0
1545,ארומה לב המפרץ 2,2203707137.0,ACTIVE,1.6,אשראית פלאקארד פינפד,VEGA3000P+PCI+ETHERNET+CONTACTLESS,CTOSAPI:VRA641-20200813+ROOTFS:VRAA20-20201020+EMV:VR0011-20170123+EMVCL:VRA016-20180212,ETHERNET:10.0.0.111-M255.255.255.0-DG10.0.0.138,7478,1805976,,2,"קפה לב המפרץ בע""מ",514149830.0,,ארומה,לב המפרץ,DORIX,2020-12-10,27/12/2020,הילה,547557613.0,קניון לב המפרץ לב המפרץ,0,1,0
1546,ארומה לב המפרץ 1,2203707146.0,ACTIVE,1.6,אשראית פלאקארד פינפד,VEGA3000P+PCI+ETHERNET+CONTACTLESS,CTOSAPI:VRA641-20200813+ROOTFS:VRAA20-20201020+EMV:VR0011-20170123+EMVCL:VRA016-20180212,ETHERNET:10.0.0.110-M255.255.255.0-DG10.0.0.138,3112,1805976,,1,"קפה לב המפרץ בע""מ",514149830.0,,ארומה,לב המפרץ,DORIX,2020-12-10,27/12/2020,הילה,547557613.0,קניון לב המפרץ לב המפרץ,0,1,0
1549,ארומה חצבה 3 ,2203707739.0,ACTIVE,1.6,אשראית פלאקארד פינפד,VEGA3000P+PCI+ETHERNET+CONTACTLESS,CTOSAPI:VRA641-20200813+ROOTFS:VRAA20-20201020+EMV:VR0011-20170123+EMVCL:VRA016-20180212,ETHERNET:10.0.0.30-M255.255.255.0-DG10.0.0.138,8957,1805975,,3,"בקר – אקספרס בע""מ",514804061.0,,ארומה,חצבה,DORIX,2020-12-10,10/01/2021,טמיר,524260595.0,מושב עידן משק 580 מושב עידן ,0,1,0
1550,ארומה חצבה 2,2203707675.0,ACTIVE,1.6,אשראית פלאקארד פינפד,VEGA3000P+PCI+ETHERNET+CONTACTLESS,CTOSAPI:VRA641-20200813+ROOTFS:VRAA20-20201020+EMV:VR0011-20170123+EMVCL:VRA016-20180212,ETHERNET:10.0.0.31-M255.255.255.0-DG10.0.0.138,8782,1805975,,2,"בקר – אקספרס בע""מ",514804061.0,,ארומה,חצבה,DORIX,2020-12-10,31/01/2021,טמיר,524260595.0,מושב עידן משק 580 מושב עידן ,0,1,0
1551,ארומה חצבה 1,2203707134.0,ACTIVE,1.6,אשראית פלאקארד פינפד,VEGA3000P+PCI+ETHERNET+CONTACTLESS,CTOSAPI:VRA641-20200813+ROOTFS:VRAA20-20201020+EMV:VR0011-20170123+EMVCL:VRA016-20180212,ETHERNET:10.0.0.32-M255.255.255.0-DG10.0.0.138,9971,1805975,,1,"בקר – אקספרס בע""מ",514804061.0,,ארומה,חצבה,DORIX,2020-12-10,10/01/2021,טמיר,524260595.0,מושב עידן משק 580 מושב עידן ,0,1,0
1554,ארומה גבעת שמואל 2 ,204005337.0,ACTIVE,1.7,אשראית פלאקארד פינפד,VEGA3000P+PCI+ETHERNET+CONTACTLESS,CTOSAPI:VRAQ41-20200814+ROOTFS:VR1420-20201019+EMV:VR0011-20170123+EMVCL:VRA016-20180212,ETHERNET:10.0.0.52-M255.255.255.0-DG10.0.0.138,7849,1805973,,2,ארומה שפע אורלי,514998996.0,,ארומה,גבעת שמואל,DORIX,2020-12-10,01/02/2021,אורלי,547603601.0,יונה שפינדל 1 גבעת שמואל גבעת שמואל,0,1,0
1555,ארומה גבעת שמואל 1,204005343.0,ACTIVE,1.7,אשראית פלאקארד פינפד,VEGA3000P+PCI+ETHERNET+CONTACTLESS,CTOSAPI:VRAQ41-20200814+ROOTFS:VR1420-20201019+EMV:VR0011-20170123+EMVCL:VRA016-20180212,ETHERNET:10.0.0.51-M255.255.255.0-DG10.0.0.138,3917,1805973,,1,ארומה שפע אורלי,514998996.0,,ארומה,גבעת שמואל,DORIX,2020-12-10,01/02/2021,אורלי,547603601.0,יונה שפינדל 1 גבעת שמואל גבעת שמואל,0,1,0
1579,ארומה תל השומר 3,2203707457.0,ACTIVE,1.6,אשראית פלאקארד פינפד,VEGA3000P+PCI+ETHERNET+CONTACTLESS,CTOSAPI:VRA641-20200813+ROOTFS:VRAA20-20201020+EMV:VR0011-20170123+EMVCL:VRA016-20180212,ETHERNET:172.16.53.118-M255.255.255.0-DG172.16.53.254,5178,1805780,,3,"תמי ארומה בע""מ",513731810.0,,ארומה,תל השומר,DORIX,2020-12-09,01/02/2021,שלומי,546508888.0,"בי""ח תל השומר תל השומר",0,1,0
1580,ארומה תל השומר 2,2203707449.0,ACTIVE,1.6,אשראית פלאקארד פינפד,VEGA3000P+PCI+ETHERNET+CONTACTLESS,CTOSAPI:VRA641-20200813+ROOTFS:VRAA20-20201020+EMV:VR0011-20170123+EMVCL:VRA016-20180212,ETHERNET:172.16.53.119-M255.255.255.0-DG172.16.53.254,3491,1805780,,2,"תמי ארומה בע""מ",513731810.0,,ארומה,תל השומר,DORIX,2020-12-09,01/02/2021,שלומי,546508888.0,"בי""ח תל השומר תל השומר",0,1,0
1581,ארומה תל השומר 1,2203707450.0,ACTIVE,1.6,אשראית פלאקארד פינפד,VEGA3000P+PCI+ETHERNET+CONTACTLESS,CTOSAPI:VRA641-20200813+ROOTFS:VRAA20-20201020+EMV:VR0011-20170123+EMVCL:VRA016-20180212,ETHERNET:172.16.53.120-M255.255.255.0-DG172.16.53.254,5412,1805780,,1,"תמי ארומה בע""מ",513731810.0,,ארומה,תל השומר,DORIX,2020-12-09,01/02/2021,שלומי,546508888.0,"בי""ח תל השומר תל השומר",0,1,0
1606,ארומה ביג קריות 2,2203707154.0,ACTIVE,1.6,אשראית פלאקארד פינפד,VEGA3000P+PCI+ETHERNET+CONTACTLESS,CTOSAPI:VRA641-20200813+ROOTFS:VRAA20-20201020+EMV:VR0011-20170123+EMVCL:VRA016-20180212,ETHERNET:192.168.1.105-M255.255.255.0-DG192.168.1.1,5543,1805908,,2,"א.ב ארומה ביג קריות (2019) בע""מ",515965705.0,,ארומה,ביג קריות ,DORIX,2020-12-08,01/02/2021,מיקי,543212285.0,חיפה קניון ביג חיפה קניון ביג,0,1,0
1607,ארומה ביג קריות 1,2203707150.0,ACTIVE,1.6,אשראית פלאקארד פינפד,VEGA3000P+PCI+ETHERNET+CONTACTLESS,CTOSAPI:VRA641-20200813+ROOTFS:VRAA20-20201020+EMV:VR0011-20170123+EMVCL:VRA016-20180212,ETHERNET:192.168.1.106-M255.255.255.0-DG192.168.1.1,9971,1805908,,1,"א.ב ארומה ביג קריות (2019) בע""מ",515965705.0,,ארומה,ביג קריות ,DORIX,2020-12-08,01/02/2021,מיקי,543212285.0,חיפה קניון ביג חיפה קניון ביג,0,1,0
1608,ארומה שערי חדרה 2,2203707124.0,ACTIVE,1.6,אשראית פלאקארד פינפד,VEGA3000P+PCI+ETHERNET+CONTACTLESS,CTOSAPI:VRA641-20200813+ROOTFS:VRAA20-20201020+EMV:VR0011-20170123+EMVCL:VRA016-20180212,ETHERNET:10.0.0.122-M255.255.255.0-DG10.0.0.138,9378,1805907,,2,ארומה שערי חדרה,540233103.0,,ארומה,שערי חדרה,DORIX,2020-12-08,01/02/2021,שאדי,546929831.0,שערי חדרה שערי חדרה,0,1,0
1609,ארומה שערי חדרה 1 ,2203707114.0,ACTIVE,1.6,אשראית פלאקארד פינפד,VEGA3000P+PCI+ETHERNET+CONTACTLESS,CTOSAPI:VRA641-20200813+ROOTFS:VRAA20-20201020+EMV:VR0011-20170123+EMVCL:VRA016-20180212,ETHERNET:10.0.0.111-M255.255.255.0-DG10.0.0.138,8871,1805907,,1,ארומה שערי חדרה,540233103.0,,ארומה,שערי חדרה,DORIX,2020-12-08,01/02/2021,שאדי,546929831.0,שערי חדרה שערי חדרה,0,1,0
1667,ארומה טבריה 2,2203707440.0,ACTIVE,1.6,אשראית פלאקארד פינפד,VEGA3000P+PCI+ETHERNET+CONTACTLESS,CTOSAPI:VRA641-20200813+ROOTFS:VRAA20-20201020+EMV:VR0011-20170123+EMVCL:VRA016-20180212,ETHERNET:10.0.0.11-M255.255.255.0-DG10.0.0.138,3426,1805846,,2,"קפה נועם בצפון בע""מ",514209253.0,,ארומה,טבריה,DORIX,2020-12-06,07/01/2021,נוגה,547251802.0,מתחם בזלת יהודה הלוי 4 טבריה טבריה,0,1,0
1668,ארומה טבריה 1,2203707428.0,ACTIVE,1.6,אשראית פלאקארד פינפד,VEGA3000P+PCI+ETHERNET+CONTACTLESS,CTOSAPI:VRA641-20200813+ROOTFS:VRAA20-20201020+EMV:VR0011-20170123+EMVCL:VRA016-20180212,ETHERNET:10.0.0.10-M255.255.255.0-DG10.0.0.138,7228,1805846,,1,"קפה נועם בצפון בע""מ",514209253.0,,ארומה,טבריה,DORIX,2020-12-06,07/01/2021,נוגה,547251802.0,מתחם בזלת יהודה הלוי 4 טבריה טבריה,0,1,0
1669,ארומה פוריה 2,2203707437.0,ACTIVE,1.6,אשראית פלאקארד פינפד,VEGA3000P+PCI+ETHERNET+CONTACTLESS,CTOSAPI:VRA641-20200813+ROOTFS:VRAA20-20201020+EMV:VR0011-20170123+EMVCL:VRA016-20180212,ETHERNET:10.0.0.121-M255.255.255.0-DG10.0.0.138,4691,1805827,,2,קפה נועם בצפון בע''מ,,514209253.0,ארומה,ביג טבריה,DORIX,2020-12-06,10/01/2021,נועם,508880000.0,ביג טבריה טבריה,0,1,0
1686,קופיקס מודיעין,2203707439.0,ACTIVE,1.6,אשראית פלאקארד פינפד,VEGA3000P+PCI+ETHERNET+CONTACTLESS,CTOSAPI:VRA641-20200813+ROOTFS:VRAA20-20201020+EMV:VR0011-20170123+EMVCL:VRA016-20180212,ETHERNET:192.168.8.42-M255.255.254.0-DG192.168.8.254,4187,1805852,,1,"אורבן קופיקס בע""מ",,514931898.0,קופיקס,מודיעין,DORIX,2020-12-06,01/02/2021,מאי,503326030.0,צלע ההר 17 מודיעין  מודיעין,0,1,0
1688,קופיקס ירושלים,2203707471.0,ACTIVE,1.6,אשראית פלאקארד פינפד,VEGA3000P+PCI+ETHERNET+CONTACTLESS,CTOSAPI:VRA641-20200813+ROOTFS:VRAA20-20201020+EMV:VR0011-20170123+EMVCL:VRA016-20180212,ETHERNET:20.20.80.11-M255.255.255.0-DG20.20.80.254,5432,1805850,,1,"אורבן קופיקס בע""מ",301450789.0,514931898.0,קופיקס,ירושלים,DORIX,2020-12-06,01/02/2021,אריאל,543021187.0,פייר קניג 30 ירושלים,0,1,0
1689,קופיקס כפר סבא,2203707155.0,ACTIVE,1.6,אשראית פלאקארד פינפד,VEGA3000P+PCI+ETHERNET+CONTACTLESS,CTOSAPI:VRA641-20200813+ROOTFS:VRAA20-20201020+EMV:VR0011-20170123+EMVCL:VRA016-20180212,ETHERNET:192.168.2.110-M255.255.255.0-DG192.168.2.1,2293,1805849,,1,"אורבן קופיקס בע""מ",558183455.0,514931898.0,קופיקס,כפר סבא,DORIX,2020-12-06,28/12/2020,אבשלום,542088663.0,"ויצמן 42 כ""ס כ""ס",0,1,0
1690,קופיקס אשדוד,2203707121.0,ACTIVE,1.6,אשראית פלאקארד פינפד,VEGA3000P+PCI+ETHERNET+CONTACTLESS,CTOSAPI:VRA641-20200813+ROOTFS:VRAA20-20201020+EMV:VR0011-20170123+EMVCL:VRA016-20180212,ETHERNET:20.20.29.11-M255.255.255.0-DG20.20.29.254,5664,1805848,,1,"אורבן קופיקס בע""מ",558229563.0,514931898.0,קופיקס,אשדוד,DORIX,2020-12-06,23/12/2020,צחי,502667909.0,מגדלי קיי אשדוד אשדוד,0,1,0
1698,מאפיית הודיה 2,2203707707.0,ACTIVE,1.6,אשראית פלאקארד פינפד,VEGA3000P+PCI+ETHERNET+CONTACTLESS,CTOSAPI:VRA641-20200813+ROOTFS:VRAA20-20201020+EMV:VR0011-20170123+EMVCL:VRA016-20180212,ETHERNET:10.0.0.15-M255.255.255.0-DG10.0.0.138,5451,1805790,,2,"מאפיית הודיה בע""מ",515546844.0,,,,DORIX,2020-12-03,01/02/2021,גיא,505313245.0,שד יחזקאל 2 מודיעין עלית מודיעין עלית,0,1,0
1706,אובספלד 2,2203707699.0,ACTIVE,1.6,אשראית פלאקארד פינפד,VEGA3000P+PCI+ETHERNET+CONTACTLESS,CTOSAPI:VRA641-20200813+ROOTFS:VRAA20-20201020+EMV:VR0011-20170123+EMVCL:VRA016-20180212,ETHERNET:172.16.4.105-M255.255.255.0-DG172.16.4.254,1789,1805776,,2,אובספלד בע''מ,513440495.0,,ארומה,,DORIX,2020-12-03,07/01/2021,אסף,548040000.0,עמק רפאים 43 ירושלים ירושלים,0,1,0
1707,אובספלד 1,2203707721.0,ACTIVE,1.6,אשראית פלאקארד פינפד,VEGA3000P+PCI+ETHERNET+CONTACTLESS,CTOSAPI:VRA641-20200813+ROOTFS:VRAA20-20201020+EMV:VR0011-20170123+EMVCL:VRA016-20180212,ETHERNET:172.16.4.115-M255.255.255.0-DG172.16.4.254,5741,1805776,,1,אובספלד בע''מ,513440495.0,,ארומה,,DORIX,2020-12-03,04/01/2021,אסף,548040000.0,עמק רפאים 43 ירושלים ירושלים,0,1,0
1734,ארומה פוריה 1,2203707443.0,ACTIVE,1.6,אשראית פלאקארד פינפד,VEGA3000P+PCI+ETHERNET+CONTACTLESS,CTOSAPI:VRA641-20200813+ROOTFS:VRAA20-20201020+EMV:VR0011-20170123+EMVCL:VRA016-20180212,ETHERNET:10.0.0.120-M255.255.255.0-DG10.0.0.138,7216,1805827,,1,קפה נועם בצפון בע''מ,,514209253.0,ארומה,ביג טבריה,DORIX,2020-12-02,10/01/2021,נועם,508880000.0,ביג טבריה טבריה,0,1,0
1735,ארומה הוד השרון 1,2203707115.0,ACTIVE,1.6,אשראית פלאקארד פינפד,VEGA3000P+PCI+ETHERNET+CONTACTLESS,CTOSAPI:VRA641-20200813+ROOTFS:VRAA20-20201020+EMV:VR0011-20170123+EMVCL:VRA016-20180212,ETHERNET:172.16.2.110-M255.255.255.0-DG172.16.2.254,8244,1805826,,1,אביחי מויאל בע''מ,,515900215.0,ארומה,הוד השרון,DORIX,2020-12-02,01/02/2021,אביחי,546356603.0,קניון מרגלית  הוד השרון  הוד השרון ,0,1,0
1736,אספרסו בר אלגזי 1,2203707143.0,ACTIVE,1.6,אשראית פלאקארד פינפד,VEGA3000P+PCI+ETHERNET+CONTACTLESS,CTOSAPI:VRA641-20200813+ROOTFS:VRAA20-20201020+EMV:VR0011-20170123+EMVCL:VRA016-20180212,ETHERNET:10.0.0.21-M255.255.255.0-DG10.0.0.138,3825,1805825,,1,אספרסו בר אלגזי בע''מ,,514331339.0,ארומה,ירושלים,DORIX,2020-12-02,01/02/2021,אודי,505422305.0,בית הדפוס 12 ירושלים ירושלים,0,1,0
1740,ארומה לב המושבה 2,2203707716.0,ACTIVE,1.6,אשראית פלאקארד פינפד,VEGA3000P+PCI+ETHERNET+CONTACTLESS,CTOSAPI:VRA641-20200813+ROOTFS:VRAA20-20201020+EMV:VR0011-20170123+EMVCL:VRA016-20180212,ETHERNET:172.16.129.105-M255.255.255.0-DG172.16.129.254,3884,1805384,,3,"ארומה לב המושבה בע""מ",514904507.0,,ארומה,לב המושבה,DORIX,2020-12-02,01/02/2021,אנדריי,542276722.0,שדרות בן גוריון 8 חיפה חיפה,0,1,0
1741,ארומה לב המושבה 1,2203707705.0,ACTIVE,1.6,אשראית פלאקארד פינפד,VEGA3000P+PCI+ETHERNET+CONTACTLESS,CTOSAPI:VRA641-20200813+ROOTFS:VRAA20-20201020+EMV:VR0011-20170123+EMVCL:VRA016-20180212,ETHERNET:172.16.129.106-M255.255.255.0-DG172.16.129.254,3768,1805384,,2,"ארומה לב המושבה בע""מ",514904507.0,,ארומה,לב המושבה,DORIX,2020-12-02,01/02/2021,אנדריי,542276722.0,שדרות בן גוריון 8 חיפה חיפה,0,1,0
1748,"ארומה סנטר ראשל""צ 2",2203707717.0,ACTIVE,1.6,אשראית פלאקארד פינפד,VEGA3000P+PCI+ETHERNET+CONTACTLESS,CTOSAPI:VRA641-20200813+ROOTFS:VRAA20-20201020+EMV:VR0011-20170123+EMVCL:VRA016-20180212,ETHERNET:10.0.0.21-M255.255.255.0-DG10.0.0.138,7875,1805777,,2,ליזי אספרסו בר בע''מ,515622744.0,,,,DORIX,2020-12-02,01/02/2021,ליזי שלו,528451792.0,קניון אסף סנטר ראשון לציון ראשון לציון,0,1,0
1749,"ארומה סנטר ראשל""צ 1",2203707715.0,ACTIVE,1.6,אשראית פלאקארד פינפד,VEGA3000P+PCI+ETHERNET+CONTACTLESS,CTOSAPI:VRA641-20200813+ROOTFS:VRAA20-20201020+EMV:VR0011-20170123+EMVCL:VRA016-20180212,ETHERNET:10.0.0.30-M255.255.255.0-DG10.0.0.138,7639,1805777,,1,ליזי אספרסו בר בע''מ,515622744.0,,,,DORIX,2020-12-02,01/02/2021,ליזי שלו,528451792.0,קניון אסף סנטר ראשון לציון ראשון לציון,0,1,0
1789,סינמה סיטי חדרה 2,2203707446.0,ACTIVE,1.6,אשראית פלאקארד פינפד,VEGA3000P+PCI+ETHERNET+CONTACTLESS,CTOSAPI:VRA641-20200813+ROOTFS:VRAA20-20201020+EMV:VR0011-20170123+EMVCL:VRA016-20180212,ETHERNET:10.0.0.251-M255.255.255.0-DG10.0.0.138,1363,1805794,,2,"חדרה מיקס בע""מ",514983816.0,,ארומה,סינמה סיטי,DORIX,2020-12-01,01/02/2021,דור,546929831.0,צהל 35 חדרה חדרה,0,1,0
1790,סינמה סיטי חדרה 1,2203707711.0,ACTIVE,1.6,אשראית פלאקארד פינפד,VEGA3000P+PCI+ETHERNET+CONTACTLESS,CTOSAPI:VRA641-20200813+ROOTFS:VRAA20-20201020+EMV:VR0011-20170123+EMVCL:VRA016-20180212,ETHERNET:10.0.0.250-M255.255.255.0-DG10.0.0.138,5556,1805794,,1,"חדרה מיקס בע""מ",514983816.0,,ארומה,סינמה סיטי,DORIX,2020-12-01,01/02/2021,דור,546929831.0,צהל 35 חדרה חדרה,0,1,0
1808,"ארומה ביג ב""ש 2",2203707708.0,ACTIVE,1.6,אשראית פלאקארד פינפד,VEGA3000P+PCI+ETHERNET+CONTACTLESS,CTOSAPI:VRA641-20200813+ROOTFS:VRAA20-20201020+EMV:VR0011-20170123+EMVCL:VRA016-20180212,ETHERNET:10.0.0.32-M255.255.255.0-DG10.0.0.138,6584,1805754,,2,בסיס אספרסו בר ,515722981.0,,ארומה,ביג באר שבע,DORIX,2020-11-30,09/01/2021,אילן בסיס,522276388.0,קניון ביג באר שבע  באר שבע,0,1,0
1809,"ארומה ביג ב""ש 1",2203707741.0,ACTIVE,1.6,אשראית פלאקארד פינפד,VEGA3000P+PCI+ETHERNET+CONTACTLESS,CTOSAPI:VRA641-20200813+ROOTFS:VRAA20-20201020+EMV:VR0011-20170123+EMVCL:VRA016-20180212,ETHERNET:10.0.0.30-M255.255.255.0-DG10.0.0.138,4527,1805754,,1,בסיס אספרסו בר ,515722981.0,,ארומה,ביג באר שבע,DORIX,2020-11-30,14/01/2021,אילן בסיס,522276388.0,קניון ביג באר שבע  באר שבע,0,1,0
1815,ארומה בת ים 2,2203707714.0,ACTIVE,1.6,אשראית פלאקארד פינפד,VEGA3000P+PCI+ETHERNET+CONTACTLESS,CTOSAPI:VRA641-20200813+ROOTFS:VRAA20-20201020+EMV:VR0011-20170123+EMVCL:VRA016-20180212,ETHERNET:10.0.0.135-M255.255.255.0-DG10.0.0.138,6997,1805791,,2,שפע זכיינות בע''מ ,,513356824.0,ארומה,בת ים,DORIX,2020-11-30,01/02/2021,משה,543061588.0,בן גוריון 75 בת ים בת ים,0,1,0
1816,ארומה בת ים 1,2203707720.0,ACTIVE,1.6,אשראית פלאקארד פינפד,VEGA3000P+PCI+ETHERNET+CONTACTLESS,CTOSAPI:VRA641-20200813+ROOTFS:VRAA20-20201020+EMV:VR0011-20170123+EMVCL:VRA016-20180212,ETHERNET:10.0.0.136-M255.255.255.0-DG10.0.0.138,2342,1805791,,1,שפע זכיינות בע''מ ,,513356824.0,ארומה,בת ים,DORIX,2020-11-30,01/02/2021,משה,543061588.0,בן גוריון 75 בת ים בת ים,0,1,0
1818,מאפיית הודיה 1,2203707713.0,ACTIVE,1.6,אשראית פלאקארד פינפד,VEGA3000P+PCI+ETHERNET+CONTACTLESS,CTOSAPI:VRA641-20200813+ROOTFS:VRAA20-20201020+EMV:VR0011-20170123+EMVCL:VRA016-20180212,ETHERNET:192.168.1.227-M255.255.255.0-DG192.168.1.1,1866,1805790,,1,"מאפיית הודיה בע""מ",515546844.0,,,,DORIX,2020-11-30,01/02/2021,גיא,505313245.0,שד יחזקאל 2 מודיעין עלית מודיעין עלית,0,1,0
1827,ארומה אזור 2,204005342.0,ACTIVE,1.7,אשראית פלאקארד פינפד,VEGA3000P+PCI+ETHERNET+CONTACTLESS,CTOSAPI:VRAQ41-20200814+ROOTFS:VR1420-20201019+EMV:VR0011-20170123+EMVCL:VRA016-20180212,ETHERNET:172.16.79.115-M255.255.255.0-DG172.16.79.254,1738,1805786,,2,"שפע זיכיונות בע""מ",513356824.0,,ארומה,אזור,DORIX,2020-11-30,01/02/2021,שמעון,549909604.0,אזור אזור,0,1,0
